Miedema_deltaH_inter,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData avg_dev MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,V fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,range Number,range AtomicRadius,range Electronegativity,avg p valence electrons,avg f valence electrons,frac p valence electrons,frac f valence electrons,0-norm,HOMO_character,gap_AO,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,MaxFWHM
-0.1933979521554271,22.0,40.0,18.0,26.890059534,6.11003940997061,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,106.22078838931706,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,1,0.0,0.0174634885795535,0.0175259972307723,0.0431855776147462,0.525813979
-0.1995303000385666,22.0,40.0,18.0,26.970305054,6.112835936339929,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,104.31670389177988,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,1,0.0,0.0191911332113654,0.0191911332113654,0.0225623279567221,0.532131087
-0.2038097340015547,22.0,40.0,18.0,27.035866506,6.099167745436533,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,101.74611261488434,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,1,0.0,0.0210870490911261,0.0210870490911261,0.0317573062750616,0.545560897
-0.2060767980349874,22.0,40.0,18.0,27.086377820913626,6.069616190202535,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,98.54731999924698,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0231375630189583,0.0231375630189583,0.0670763244968525,0.557981219
-0.2062912624919186,22.0,40.0,18.0,27.12172653487827,6.024881407009596,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,94.77636920026372,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0034510440061699,0.0249412396279592,0.1007967296737991,0.566014603
-0.2045359204081795,22.0,40.0,18.0,27.142125812,5.965836402305468,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,90.50454111565494,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0076126948241486,0.0258135968340485,0.0988959309788384,0.578265354
-0.2010010822729672,22.0,40.0,18.0,27.148029872,5.893428595867869,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,85.81555068395302,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0117950761673774,0.0269958166286898,0.1111615342407107,0.58668197
-0.1959558421310139,22.0,40.0,18.0,27.140130178,5.808680978394611,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,80.8014506299186,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0159657267275097,0.0284695342732523,0.1156207646578985,0.596079809
-0.1897133331577908,22.0,40.0,18.0,27.11930688,5.712672926522316,24.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,75.55951551926962,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0200931612060376,0.0302082576185797,0.1088936579061698,0.603887921
-0.0901378157764173,22.0,40.0,18.0,25.297179803999995,4.942009198137933,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,88.98914684272232,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0108282761071869,0.0144387333792851,0.0230850284568558,0.356904383
-0.0988506985541439,22.0,40.0,18.0,25.46123208346123,5.10592155141881,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,92.69022970717045,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0108338876592649,0.0144817136556295,0.0285563078978484,0.40823633
-0.1081181374998895,22.0,40.0,18.0,25.624456546,5.260063734298948,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,96.15136517238004,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0109521014081867,0.0145786800536416,0.0345517960841859,0.438642359
-0.1178957969715428,22.0,40.0,18.0,25.785531508,5.402930077802694,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,99.3073768078698,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.011196918026289,0.014732636378978,0.0063537870122986,0.451016013
-0.1281038991133652,22.0,40.0,18.0,25.94307030605693,5.53316304986865,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,102.09042505237692,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0115813325881537,0.0149460845264926,0.0270934392283339,0.468998787
-0.138620980912569,22.0,40.0,18.0,26.095589362,5.649505535737186,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,104.432596971018,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0121177445785078,0.0152216338689651,0.0374826961435083,0.474545812
-0.1492763084125481,22.0,40.0,18.0,26.24153346824153,5.750828346386332,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,106.268484697842,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0128175967260377,0.0155622152194775,0.0263354948936922,0.48958807
-0.1598434024214317,22.0,40.0,18.0,26.379410058,5.836282498070595,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,107.5376769600074,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.0136896513734347,0.0159705789099084,0.0376746698847605,0.503973569
-0.1700423577614779,22.0,40.0,18.0,26.50771656,5.905173818681481,22.0,43.0,49.0,6.0,47.867,91.224,43.357000000000006,1941.0,2180.0,239.0,108.18803792347803,4.0,6.0,2.0,4.0,5.0,1.0,4.0,139.0,175.0,36.0,1.33,1.66,0.3299999999999998,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,11.19,23.195,12.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,194.0,229.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.1500000000000001,0.3299999999999998,0.0,0.0,0.0,0.0,3,3,0.0,0.014740770866934,0.0164501580141619,0.0422481041985912,0.512948842
